,Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8,Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8,Timestamp,T1 - COM15,T2 - COM15,T3 - COM18,T4 - COM18,T5 - COM16,T6 - COM16,T7 - COM14,T8 - COM14
1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2551,-45.9573,-45.4278,-46.9167,-49.628,-48.6694,-48.405,-47.8427
1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.1888,-45.9242,-45.494,-46.9167,-49.5949,-48.7025,-48.438,-47.8098
1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.1888,-46.0234,-45.494,-46.9167,-49.628,-48.7025,-48.405,-47.8098
1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.0897,-45.9242,-45.4609,-46.9498,-49.628,-48.7025,-48.438,-47.8427
1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.222,-45.9242,-45.494,-46.9498,-49.628,-48.7025,-48.438,-47.8098
1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.1888,-45.8911,-45.494,-46.9498,-49.628,-48.7025,-48.405,-47.8427
1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.1888,-45.9904,-45.527,-46.9498,-49.628,-48.7025,-48.438,-47.8427
1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.1888,-45.858,-45.527,-46.9498,-49.628,-48.7025,-48.405,-47.8427
1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.1888,-46.0234,-45.527,-46.9829,-49.628,-48.7025,-48.438,-47.8427
1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.222,-46.0234,-45.527,-46.9829,-49.628,-48.7025,-48.438,-47.8759
1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2551,-45.9573,-45.5602,-46.9829,-49.628,-48.7356,-48.4711,-47.8759
1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2551,-45.9573,-45.5602,-46.9829,-49.661,-48.7356,-48.438,-47.8759
1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.222,-45.9242,-45.5933,-47.0159,-49.628,-48.7356,-48.4711,-47.8759
1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2882,-45.9573,-45.5602,-47.0159,-49.628,-48.7356,-48.4711,-47.8759
1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.1559,-45.9573,-45.5933,-47.0491,-49.628,-48.7356,-48.438,-47.8759
1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.222,-45.9242,-45.5933,-47.0491,-49.661,-48.7356,-48.4711,-47.8759
1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.222,-45.9904,-45.6264,-47.0491,-49.661,-48.7356,-48.4711,-47.909
1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2882,-45.9904,-45.6264,-47.0822,-49.661,-48.7356,-48.4711,-47.909
1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2882,-46.0566,-45.6264,-47.0491,-49.628,-48.7356,-48.4711,-47.909
1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.222,-45.9904,-45.6264,-47.0491,-49.628,-48.7686,-48.4711,-47.942
1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2882,-46.0234,-45.6264,-47.0491,-49.661,-48.7356,-48.504,-47.909
1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.222,-45.9904,-45.6595,-47.0491,-49.661,-48.7356,-48.504,-47.909
1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.222,-46.0566,-45.6595,-47.0822,-49.661,-48.7686,-48.4711,-47.942
1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2551,-46.0566,-45.6925,-47.0822,-49.661,-48.7686,-48.504,-47.942
1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.222,-45.9904,-45.6925,-47.1153,-49.6941,-48.7686,-48.504,-47.909
1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2882,-46.0234,-45.6925,-47.0822,-49.661,-48.8017,-48.504,-47.909
1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2882,-46.0234,-45.7257,-47.1153,-49.6941,-48.7686,-48.504,-47.942
1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2551,-46.0234,-45.7257,-47.1153,-49.661,-48.7686,-48.504,-47.9751
1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2551,-45.9904,-45.7257,-47.1153,-49.661,-48.7686,-48.504,-47.9751
1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2882,-46.0897,-45.7257,-47.1483,-49.628,-48.8017,-48.504,-47.9751
1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.3213,-46.0234,-45.7588,-47.1483,-49.661,-48.7686,-48.5372,-47.942
1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2882,-45.9904,-45.7588,-47.1153,-49.6941,-48.8017,-48.5372,-47.9751
1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.222,-46.0234,-45.7588,-47.1483,-49.661,-48.8017,-48.5372,-47.9751
1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.3213,-46.0897,-45.7919,-47.1483,-49.661,-48.8017,-48.5372,-48.0081
1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2551,-46.0234,-45.7919,-47.1813,-49.661,-48.8017,-48.5372,-47.9751
1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2551,-46.0234,-45.825,-47.1813,-49.661,-48.8017,-48.504,-47.9751
1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.2882,-46.0897,-45.7919,-47.2144,-49.661,-48.8017,-48.5372,-48.0081
1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.3213,-46.0897,-45.8911,-47.2475,-49.8262,-48.9669,-48.6694,-48.1074
1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.3543,-46.1559,-45.9242,-47.2806,-49.9254,-49.0661,-48.7025,-48.1405
1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.4205,-46.1559,-45.9573,-47.2806,-50.0245,-49.1984,-48.7686,-48.2066
1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.4536,-46.222,-45.9904,-47.3467,-50.1237,-49.2975,-48.8017,-48.2727
1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.4536,-46.222,-45.9904,-47.3799,-50.2228,-49.4297,-48.9008,-48.3388
1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.5197,-46.3213,-46.0566,-47.4129,-50.3218,-49.5289,-48.9669,-48.405
1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.4867,-46.4205,-46.0897,-47.446,-50.388,-49.5949,-49.0331,-48.4711
1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.4867,-46.4536,-46.1228,-47.4791,-50.4871,-49.661,-49.1322,-48.504
1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.619,-46.4536,-46.1888,-47.512,-50.5862,-49.7271,-49.1984,-48.5703
1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.3467,-47.4791,-47.0159,-48.1734,-52.2046,-51.0817,-50.421,-49.661
1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.4129,-47.5452,-47.0822,-48.2727,-52.3035,-51.1808,-50.5531,-49.7271
1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.446,-47.6774,-47.1483,-48.2727,-52.4357,-51.2469,-50.5862,-49.7932
1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.5452,-47.7437,-47.2144,-48.3388,-52.5347,-51.3459,-50.6853,-49.8593
1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.6113,-47.8759,-47.2806,-48.405,-52.6337,-51.379,-50.7514,-49.9254
1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.6113,-47.909,-47.3467,-48.438,-52.7328,-51.478,-50.8505,-49.9914
1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.6444,-47.909,-47.4129,-48.504,-52.8318,-51.5441,-50.9165,-50.0576
1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.8098,-48.0081,-47.4791,-48.5372,-52.9638,-51.6102,-51.0156,-50.1567
1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.7767,-48.1074,-47.5452,-48.5703,-53.0299,-51.7092,-51.0817,-50.2228
1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.2727,-48.6694,-48.0743,-49.0331,-53.888,-52.3366,-51.7423,-50.8505
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.3719,-48.7356,-48.1405,-49.0992,-53.9538,-52.4027,-51.8414,-50.8835
1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.3058,-48.7686,-48.2066,-49.1322,-54.0529,-52.4686,-51.8744,-50.9496
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.438,-48.9008,-48.2396,-49.1652,-54.1519,-52.5347,-51.9404,-51.0487
1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.504,-48.9999,-48.3058,-49.1984,-54.2179,-52.6007,-52.0395,-51.0487
1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.7356,-49.3305,-48.7356,-49.5619,-54.7787,-53.0629,-52.5017,-51.5111
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.8017,-49.3636,-48.7686,-49.5949,-54.8447,-53.1288,-52.5347,-51.6102
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.9339,-49.4628,-48.8346,-49.661,-54.9107,-53.1949,-52.6337,-51.6431
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.9669,-49.4628,-48.9008,-49.7271,-55.0096,-53.2609,-52.6998,-51.7092
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.9008,-49.5619,-48.9669,-49.7602,-55.0756,-53.2938,-52.7328,-51.7423
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.9999,-49.5949,-48.9999,-49.8262,-55.1416,-53.3599,-52.8318,-51.8082
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.0331,-49.6941,-49.0661,-49.8593,-55.2076,-53.4259,-52.8979,-51.8744
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.1322,-49.6941,-49.1322,-49.9254,-55.3065,-53.492,-52.9638,-51.9404
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.2314,-49.7602,-49.1652,-49.9585,-55.3394,-53.558,-53.0299,-52.0064
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.2314,-49.7602,-49.1984,-49.9585,-55.4383,-53.6239,-53.0629,-52.0725
1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.3636,-49.7932,-49.2644,-50.0576,-55.5044,-53.6899,-53.1288,-52.1385
1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.3636,-49.9585,-49.3305,-50.1237,-55.5703,-53.756,-53.1949,-52.1715
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.4628,-49.9914,-49.3967,-50.1567,-55.6692,-53.7889,-53.2938,-52.2375
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.4297,-49.9585,-49.4297,-50.1898,-55.7352,-53.855,-53.2938,-52.2706
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.9254,-50.5862,-50.0245,-50.7844,-56.5265,-54.5478,-54.0199,-52.9638
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.0245,-50.6522,-50.1237,-50.8505,-56.6254,-54.6468,-54.1189,-53.0299
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.1237,-50.7184,-50.2228,-50.9165,-56.7572,-54.7787,-54.2179,-53.1288
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.2228,-50.9165,-50.421,-51.1148,-56.955,-54.9436,-54.4158,-53.3599
1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.3549,-50.8505,-50.4871,-51.1808,-57.0868,-55.0756,-54.5148,-53.4259
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.4871,-51.1808,-50.7184,-51.445,-57.4164,-55.3394,-54.8447,-53.7229
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.5862,-51.2139,-50.7844,-51.5111,-57.4164,-55.3724,-54.8777,-53.756
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.6522,-51.2469,-50.8174,-51.5111,-57.5153,-55.4383,-54.9107,-53.7889
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.6853,-51.2139,-50.8835,-51.5771,-57.5483,-55.4714,-54.9436,-53.855
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.7184,-51.2799,-50.9165,-51.6102,-57.6141,-55.5374,-55.0096,-53.888
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.7844,-51.3459,-50.9496,-51.6762,-57.6471,-55.6032,-55.0426,-53.9538
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.7844,-51.3459,-51.0156,-51.7092,-57.68,-55.6692,-55.0756,-53.9869
1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.7184,-51.379,-51.0487,-51.7753,-57.7459,-55.7022,-55.1416,-54.0199
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.8505,-51.478,-51.0817,-51.8082,-57.8448,-55.7352,-55.1746,-54.0859
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.8505,-51.478,-51.1148,-51.8414,-57.8448,-55.7681,-55.2405,-54.1189
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.9825,-51.5111,-51.1808,-51.8744,-57.9106,-55.8341,-55.2734,-54.1849
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.9496,-51.5441,-51.1808,-51.9404,-57.9766,-55.8671,-55.3394,-54.2179
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.9496,-51.478,-51.2469,-51.9404,-58.0095,-55.9001,-55.3724,-54.2509
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.0487,-51.6102,-51.2799,-52.0064,-58.0425,-55.966,-55.4054,-54.2838
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.0487,-51.6431,-51.3129,-52.0395,-58.1084,-55.9989,-55.4383,-54.3499
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.2799,-51.8414,-51.5771,-52.3366,-58.4048,-56.2957,-55.7352,-54.6798
2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.8082,-52.3035,-52.1715,-52.9968,-59.0307,-56.955,-56.3287,-55.2405
2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.8414,-52.3366,-52.2046,-52.9968,-59.0636,-56.9879,-56.3946,-55.2734
2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.8414,-52.4027,-52.2375,-53.0629,-59.1296,-57.0539,-56.4275,-55.3394
2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.9073,-52.4357,-52.2706,-53.0959,-59.1625,-57.0539,-56.4606,-55.3394
2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.9404,-52.4357,-52.3035,-53.1288,-59.1954,-57.1198,-56.5265,-55.4054
2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.0064,-52.4686,-52.3696,-53.1619,-59.2283,-57.1528,-56.5265,-55.4714
2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.0725,-52.4357,-52.3696,-53.1949,-59.2613,-57.1858,-56.5595,-55.4714
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.1385,-52.4686,-52.4027,-53.2279,-59.3271,-57.2187,-56.6254,-55.5044
2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.1385,-52.5347,-52.4686,-53.2609,-59.3271,-57.2515,-56.6583,-55.5374
2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.2046,-52.5678,-52.5017,-53.3269,-59.3601,-57.2846,-56.6913,-55.5703
2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.2046,-52.6007,-52.5347,-53.3599,-59.4259,-57.3505,-56.7243,-55.6362
2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.2375,-52.6667,-52.5678,-53.4259,-59.4589,-57.3835,-56.7902,-55.6692
2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.2375,-52.6667,-52.6007,-53.4589,-59.4918,-57.4164,-56.8232,-55.7022
2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.3035,-52.6667,-52.6337,-53.492,-59.4918,-57.4494,-56.8232,-55.7352
2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.2375,-52.7328,-52.6667,-53.525,-59.5576,-57.5153,-56.8891,-55.7681
2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.4027,-52.6667,-52.6998,-53.558,-59.5906,-57.5153,-56.9219,-55.8011
2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.3035,-52.7658,-52.6998,-53.5909,-59.6236,-57.5811,-56.955,-55.8341
2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.4357,-52.7328,-52.7658,-53.6239,-59.6564,-57.6141,-57.0209,-55.8671
2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.4357,-52.8318,-52.8318,-53.7229,-59.7552,-57.713,-57.0868,-55.9329
2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.6007,-52.8649,-52.8979,-53.756,-59.7882,-57.713,-57.1198,-55.966
2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.5017,-52.9638,-52.9308,-53.7889,-59.7882,-57.7459,-57.1528,-55.9989
2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.6007,-52.9308,-52.9638,-53.822,-59.8211,-57.8119,-57.2187,-56.0319
2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.5678,-52.8979,-52.9968,-53.855,-59.8869,-57.8448,-57.2187,-56.0978
2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.6337,-52.9968,-52.9968,-53.9209,-59.9199,-57.8778,-57.2515,-56.1309
2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.6667,-53.0299,-53.0299,-53.9538,-59.9528,-57.9106,-57.2846,-56.1638
2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.6337,-52.9638,-53.0629,-53.9869,-59.9528,-57.9766,-57.3505,-56.1638
2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.7328,-53.0629,-53.1288,-54.0529,-60.0186,-57.9766,-57.3505,-56.1968
2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.7658,-53.0959,-53.1619,-54.0859,-60.0515,-58.0425,-57.4164,-56.2626
2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.9968,-53.2938,-53.4589,-54.3499,-60.3149,-58.306,-57.7459,-56.5265
2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.9968,-53.2938,-53.492,-54.4158,-60.3478,-58.3719,-57.8119,-56.5595
2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.0959,-53.3929,-53.558,-54.5148,-60.4137,-58.4378,-57.8448,-56.6583
2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.1949,-53.4259,-53.6239,-54.5148,-60.4466,-58.4708,-57.8778,-56.6583
2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.2279,-53.4589,-53.6239,-54.5808,-60.4795,-58.5367,-57.9106,-56.7243
2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.2609,-53.4259,-53.6569,-54.6468,-60.5453,-58.5696,-58.0095,-56.7243
2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.2609,-53.492,-53.7229,-54.6468,-60.5783,-58.6026,-58.0095,-56.7902
2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.3599,-53.558,-53.756,-54.7128,-60.5783,-58.6355,-58.0425,-56.8232
2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.2938,-53.5909,-53.7889,-54.7457,-60.6112,-58.6684,-58.0754,-56.8562
2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.3929,-53.558,-53.822,-54.7457,-60.6441,-58.7014,-58.1084,-56.8562
2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.4589,-53.6239,-53.822,-54.8117,-60.677,-58.7342,-58.1414,-56.8891
2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.3929,-53.5909,-53.855,-54.8447,-60.677,-58.7672,-58.1743,-56.9219
2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.3929,-53.756,-53.9209,-54.8447,-60.7428,-58.8002,-58.2401,-56.955
2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.492,-53.7229,-53.9538,-54.9107,-60.7428,-58.8331,-58.2731,-57.0209
2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.525,-53.6899,-53.9538,-54.9436,-60.8087,-58.8661,-58.2731,-57.0539
2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.558,-53.7229,-53.9869,-54.9766,-60.8416,-58.899,-58.339,-57.0539
2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.5909,-53.7229,-54.0199,-55.0096,-60.8745,-58.932,-58.3719,-57.1198
2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.5909,-53.7889,-54.0529,-55.0756,-60.9732,-59.0307,-58.4378,-57.1528
2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.6899,-53.855,-54.0859,-55.1085,-61.039,-59.1296,-58.4708,-57.2187
2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.7229,-53.888,-54.1519,-55.1416,-61.1049,-59.1954,-58.5367,-57.2515
2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.7229,-53.855,-54.1849,-55.2076,-61.1707,-59.3271,-58.6026,-57.3175
2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.7229,-53.9538,-54.2509,-55.2076,-61.2695,-59.3271,-58.6355,-57.3835
2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.7889,-54.0529,-54.2838,-55.2734,-61.3024,-59.3929,-58.7342,-57.4164
2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.9209,-53.9869,-54.3168,-55.3394,-61.3681,-59.4589,-58.7672,-57.4823
2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.9209,-54.1849,-54.3499,-55.3724,-61.4669,-59.5248,-58.8331,-57.5153
2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.3168,-54.4488,-54.7457,-55.7681,-62.0261,-60.0515,-59.3601,-57.9437
2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.2838,-54.5148,-54.7787,-55.8011,-62.092,-60.0845,-59.4259,-58.0095
2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.3828,-54.5478,-54.8447,-55.8671,-62.1906,-60.1503,-59.4589,-58.0754
2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.4158,-54.6137,-54.8777,-55.9001,-62.2565,-60.1833,-59.4918,-58.1414
2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.4158,-54.6798,-54.9436,-55.966,-62.3223,-60.2161,-59.5576,-58.1743
2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.5148,-54.7457,-55.0096,-55.9989,-62.3551,-60.282,-59.6236,-58.2073
2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.6137,-54.7457,-55.0426,-56.0649,-62.4539,-60.3478,-59.7222,-58.306
2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.6798,-54.8447,-55.0756,-56.0978,-62.5196,-60.4137,-59.7882,-58.339
2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.6137,-54.8117,-55.1085,-56.1309,-62.5854,-60.4795,-59.8211,-58.3719
2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.1746,-55.3065,-55.6032,-56.6254,-63.1774,-61.0061,-60.3807,-58.932
2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.2076,-55.3394,-55.6692,-56.7243,-63.309,-61.072,-60.5125,-58.9978
2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.3394,-55.4054,-55.7352,-56.7572,-63.3418,-61.1378,-60.5783,-59.0636
2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.2734,-55.5044,-55.8011,-56.8232,-63.4076,-61.2036,-60.6112,-59.0966
2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.3724,-55.4054,-55.8341,-56.8562,-63.4734,-61.2365,-60.677,-59.1625
